,protein,mean_orig,mean_ko,diff,p_value
5339,NOA1,-0.03710765,0.12456229,0.16166994,0.06108615379019222
5340,MDH2,-0.0012255716,0.16044675,0.16167232,0.07675710592972018
5341,NES,-0.080371186,0.081372604,0.16174379,0.0634446865387731
5342,PPA1,-0.081808925,0.079991035,0.16179997,0.07036083814074158
5343,EEF1E1,-0.0690482,0.09282526,0.16187346,0.08844530512514209
5344,UNC119B,-0.040075783,0.12182803,0.16190381,0.06284412106724584
5345,RBMS2,0.07068523,0.23268892,0.1620037,0.05681196905408811
5346,GPALPP1,-0.12191585,0.040234152,0.16215,0.06094482914199884
5347,TMOD3,0.13522755,0.29747757,0.16225003,0.08764517934515106
5348,PPM1B,-0.052781604,0.10960324,0.16238484,0.10512300832187664
5349,DNAJC3,0.09333361,0.2557223,0.16238871,0.04554445528306205
5350,SHKBP1,-0.091760926,0.07071314,0.16247407,0.07101500603343491
5351,FAM184B,0.08268815,0.24517441,0.16248626,0.0723166919210132
5352,DNAJC2,-0.04861881,0.1139594,0.16257821,0.05625866823996442
5353,INPP5D,-0.1530794,0.009588442,0.16266784,0.05076546348967029
5354,CLMN,0.019169847,0.18189195,0.1627221,0.062344832217206325
5355,ZNF593,0.03208674,0.1949281,0.16284135,0.061913843338346146
5356,TRIM25,0.04823463,0.21110742,0.16287279,0.07379882202816948
5357,PAK2,-0.09926196,0.063648455,0.16291042,0.06086992142174285
5358,PTMA,-0.10597965,0.05715348,0.16313313,0.07729241324059151
5359,IKZF1,-0.15788862,0.0052473177,0.16313595,0.036699321470682715
5360,APBB1IP,-0.08368671,0.07946555,0.16315226,0.06742163088245119
5361,TP53I3,0.09091449,0.2542711,0.1633566,0.058603925002254746
5362,VRK2,0.008479819,0.17198135,0.16350153,0.05113006336054256
5363,RBBP6,-0.021392085,0.14247675,0.16386884,0.03490169088654893
5364,UCK2,-0.043672137,0.12024146,0.16391361,0.07164095916956714
5365,HARS1,0.004694053,0.16896705,0.164273,0.09280715684981339
5366,RBM45,-0.06790688,0.09647944,0.16438632,0.081429951133713
5367,HDAC1,-0.017129054,0.1473424,0.16447145,0.0365678554254719
5368,KLHL40,0.046430342,0.21094061,0.16451028,0.07251132641163724
5369,DAPK1,0.042805076,0.20755892,0.16475384,0.05885703646406361
5370,CRCP,-0.14943892,0.015492414,0.16493133,0.048267332774296214
5371,SLC38A10,0.038360186,0.20329319,0.164933,0.09611682434758195
5372,TSNAX,-0.02337571,0.1416663,0.165042,0.08264038615551722
5373,RRBP1,0.0994048,0.26461554,0.16521074,0.05472585777726803
5374,CTTN,0.11989881,0.28513536,0.16523655,0.05585823316601644
5375,NF2,0.07476757,0.24009958,0.16533202,0.0695564744394937
5376,ERBIN,0.05953075,0.22500186,0.1654711,0.06412800845883458
5377,GSS,0.066440254,0.23192087,0.16548061,0.08806010490390767
5378,DCTD,0.026470024,0.19221269,0.16574267,0.05971757812339672
5379,PEX3,-0.04310942,0.12280663,0.16591606,0.06397707319194641
5380,GBF1,0.029464103,0.19545953,0.16599542,0.06946507853370464
5381,TMEM238,0.13135573,0.29746616,0.16611043,0.13467031737002755
5382,YWHAH,-0.048911605,0.117467366,0.16637897,0.06659850727412726
5383,PTPN12,0.10815834,0.2745571,0.16639876,0.04992920043684463
5384,SEPTIN7,0.012547072,0.17912358,0.1665765,0.07575908607279745
5385,CAPN1,0.056385953,0.22302817,0.16664222,0.05355044586728032
5386,PTX3,0.032045312,0.19877563,0.16673031,0.07328922863452789
5387,PHKA2,-0.015228656,0.1515273,0.16675596,0.0421496369537656
5388,ELP1,0.017343342,0.18416888,0.16682553,0.0679262343809423
5389,AGFG1,0.08661948,0.25345147,0.16683199,0.04804735181152019
5390,C11orf54,-0.015971413,0.1511084,0.1670798,0.06723261747421909
5391,SCAF1,0.022541486,0.18965237,0.16711089,0.05539407998085291
5392,OS9,0.09242058,0.25958294,0.16716236,0.06615040164853647
5393,STOM,-0.018737502,0.14842732,0.16716483,0.056681768646854515
5394,LPXN,-0.12217963,0.045270886,0.16745052,0.04122395942927826
5395,RUNX1,-0.110548705,0.05713886,0.16768757,0.05806681283273189
5396,EVL,-0.07061075,0.09722051,0.16783126,0.0505980653023769
5397,UTP6,-0.021969361,0.14600801,0.16797738,0.05391500670968015
5398,PFDN2,-0.021085618,0.14707017,0.16815579,0.0757519517734578
5399,CHTF18,-0.07267537,0.095553316,0.16822869,0.04199669512752143
5400,LRRC37A5P,-0.02101657,0.14727849,0.16829506,0.06934832024417195
5401,AP4S1,0.008919179,0.17731741,0.16839823,0.042404387132041046
5402,APPL1,-0.11788551,0.050515253,0.16840076,0.06542714478278082
5403,COPZ1,0.007948561,0.1763519,0.16840334,0.08414894906552499
5404,ACADM,-0.042827,0.12563813,0.16846512,0.07446462039469418
5405,ARHGEF16,0.02672515,0.1952582,0.16853306,0.08183127734952819
5406,UQCRH,0.05023265,0.21878205,0.1685494,0.044395273923462424
5407,PDE6D,-0.09646225,0.07218145,0.1686437,0.06007270986782536
5408,NAMPT,-0.01804367,0.15061627,0.16865994,0.05925498372367542
5409,CIB1,0.08401946,0.2529395,0.16892004,0.11152305212556303
5410,NMT2,0.03916321,0.20839286,0.16922966,0.059563989337792056
5411,INPP5F,-0.044356145,0.12527789,0.16963404,0.049540436523675825
5412,NEK7,-0.012936695,0.15677832,0.16971502,0.0693545321288422
5413,DIS3,-0.08570371,0.08406199,0.1697657,0.05864948368103866
5414,GNPDA1,0.0874725,0.2574257,0.1699532,0.04758904137397794
5415,TSPAN13,-0.03286866,0.13709907,0.16996774,0.07286060986156823
5416,KRT4,-0.096728146,0.07326428,0.16999242,0.042186125095251374
5417,SAE1,-0.021146638,0.14891562,0.17006226,0.05623071207004774
5418,VPS37C,0.039008327,0.20930298,0.17029464,0.05057207644666207
5419,NUTF2,-0.066746116,0.10356983,0.17031595,0.06783020736449749
5420,GSTK1,0.070562,0.24088487,0.17032287,0.05741290093778181
5421,ATP8B1,-0.02038862,0.15000126,0.17038988,0.06922906060370466
5422,HSP90AA1,-0.031426072,0.13898978,0.17041585,0.06817346546168779
5423,CLTCL1,0.115379944,0.28586018,0.17048024,0.04237299740038381
5424,GNG12,0.12692463,0.29744658,0.17052194,0.03717333258094904
5425,SLC30A7,0.038794782,0.2094126,0.17061782,0.05828315778472308
5426,TDRD5,0.028899569,0.19954579,0.17064622,0.06517229470018664
5427,CHGB,-0.008611871,0.16205527,0.17066714,0.07214908225505869
5428,L3HYPDH,0.15032639,0.321002,0.17067562,0.06579549963528088
5429,JMJD6,0.032728747,0.20373777,0.17100902,0.06116784132558273
5430,DSG3,0.02229904,0.19366263,0.17136359,0.04651676926116892
5431,BTNL8,0.050202206,0.22159095,0.17138875,0.07422342129678001
5432,BRI3,0.067792475,0.23939957,0.17160709,0.06242838650773103
5433,SEC13,-0.048676282,0.123086005,0.17176229,0.05521423975938363
5434,ITGB5,-0.047491778,0.12465422,0.17214599,0.053347628381874186
5435,TPP1,0.049265176,0.22151014,0.17224497,0.06293704456365848
5436,KIN,-0.10008599,0.07218327,0.17226925,0.05913147561156767
5437,MPP2,-0.040907368,0.131785,0.17269237,0.025930443525293268
5438,KLF16,0.02390957,0.19661446,0.17270489,0.05457456577289526
5439,FKBP15,-0.02555633,0.14720641,0.17276274,0.056049049334858915
5440,SEC31A,0.018159935,0.19094418,0.17278424,0.10049136935924824
5441,SARDH,-0.058757,0.1141046,0.1728616,0.0430489258236832
5442,ZFP36L1,0.050092965,0.22296013,0.17286716,0.048627277198176166
5443,UBE2H,-0.010448186,0.16251409,0.17296228,0.06700556906808304
5444,CREG1,-0.025513109,0.14749824,0.17301135,0.044387863165653685
5445,GPATCH1,-0.021388108,0.1516526,0.17304072,0.05567809475312012
5446,LHPP,-0.057580553,0.11546244,0.17304298,0.053018130052661795
5447,DENND2A,-0.037415095,0.13565406,0.17306915,0.04858550411341597
5448,COA6,0.09621907,0.26938698,0.17316791,0.046821693734521184
5449,DDX3Y,-0.05532612,0.11795106,0.17327717,0.030034934285077183
5450,IMMT,-0.028863875,0.14455402,0.1734179,0.03827202359512171
5451,TEX11,-0.12691395,0.046634216,0.17354816,0.047530851110908566
5452,LYSMD2,0.0032886579,0.17684123,0.17355257,0.05336403661888269
5453,STK26,-0.06626093,0.107395574,0.1736565,0.045441244446366776
5454,PLS3,0.11813788,0.29181227,0.17367439,0.04910516875179215
5455,COPA,0.0038720493,0.17754675,0.1736747,0.09383663105217646
5456,RPL17,0.0073412824,0.18109225,0.17375097,0.069869209151014
5457,CUTA,-0.0543226,0.11988667,0.17420927,0.06389046117787481
5458,CHMP6,-0.016713519,0.15755516,0.17426868,0.052752486515906374
5459,KRT5,-0.06404,0.11046498,0.17450498,0.034940323946256326
5460,ZFAND3,-0.03362604,0.14088812,0.17451416,0.03325364262774241
5461,SSR4,0.028116317,0.20266455,0.17454824,0.049162354976105334
5462,DNAJB14,0.08906716,0.26366794,0.17460078,0.03561651744736804
5463,DYNC1I2,0.09342378,0.2681963,0.17477253,0.0710085130623157
5464,RNF7,0.0981724,0.27328476,0.17511237,0.07282024116202876
5465,AHCY,-0.019909034,0.15568434,0.17559338,0.057743572363663426
5466,RNF113A,0.021622663,0.19727941,0.17565675,0.040461615234607826
5467,CDC20,-0.006217252,0.16967545,0.17589271,0.060229986678162456
5468,ZNF512B,-0.1156582,0.060240816,0.17589901,0.05729434778728092
5469,ISOC1,-0.012809985,0.16311686,0.17592685,0.04984120615231348
5470,SRD5A3,0.0148597825,0.19101913,0.17615935,0.04033871312435092
5471,ALDH7A1,-0.010125715,0.16605519,0.1761809,0.042767394425844284
5472,NPAT,0.01624153,0.19263504,0.17639351,0.05161906166762945
5473,METTL7B,0.035795934,0.2124435,0.17664757,0.05989736677944944
5474,CD70,0.023752559,0.20048061,0.17672805,0.057897735238892814
5475,AMOTL2,0.05629141,0.23348099,0.17718959,0.060099989854355176
5476,PAH,0.06621408,0.24345651,0.17724243,0.03621073735622743
5477,NFKB2,0.0067325057,0.18421875,0.17748624,0.03282650743807505
5478,BLOC1S4,-0.11554477,0.06207954,0.17762432,0.04337209950432519
5479,MIF,-0.14200264,0.035716448,0.17771909,0.08132180865481753
5480,RBM7,0.0486713,0.22641101,0.17773971,0.05530522958558307
5481,CYHR1,-0.035762332,0.14208496,0.1778473,0.0531999148351504
5482,TOR1AIP2,0.15383613,0.33175516,0.17791903,0.023093631182911776
5483,TSN,-0.026777765,0.15129574,0.1780735,0.05581501054693389
5484,NOL12,-0.022870207,0.15532616,0.17819637,0.027093631718863406
5485,PPM1L,-0.03754995,0.1409729,0.17852286,0.03687323694793861
5486,MRTFB,0.09320649,0.27174044,0.17853394,0.046113412608182164
5487,NUDCD3,-0.035917137,0.14264953,0.17856666,0.05474530056370554
5488,TLN1,-0.001548185,0.17704226,0.17859045,0.08619649255528632
5489,UAP1,-0.0017027368,0.1769287,0.17863144,0.060301614242308836
5490,TRPC3,-0.05546649,0.12317791,0.1786444,0.059227052551468984
5491,ARHGDIB,-0.048666634,0.13014537,0.178812,0.031461333682812787
5492,METTL5,-0.037437838,0.14143555,0.17887339,0.04406567778971714
5493,COX6A1,0.03344414,0.21235281,0.17890868,0.04441233038844007
5494,PFDN5,0.0040338296,0.18303196,0.17899813,0.046860458442803704
5495,SRRM2,-0.0589601,0.12011258,0.17907268,0.03536365837686216
5496,CDC26,-0.042088155,0.13701843,0.17910658,0.04856441321194563
5497,SLC27A1,-0.11721457,0.062049758,0.17926432,0.02695159802533005
5498,NFIC,0.09238176,0.27183476,0.179453,0.05590432387875655
5499,SERPINB6,0.15707944,0.3368699,0.17979045,0.04420935890624031
5500,NFIA,-0.07476235,0.10519812,0.17996047,0.04015262132910904
5501,SLC19A1,-0.08105861,0.099111356,0.18016997,0.029225949293871754
5502,CLPTM1,0.036297716,0.21662219,0.18032447,0.0427395263989132
5503,ASTN1,-0.018030262,0.16230449,0.18033475,0.03532020463066698
5504,CCDC126,-0.004748957,0.17562401,0.18037297,0.04633895849024287
5505,UBL4A,-0.062024746,0.11870491,0.18072966,0.052983263767469285
5506,PRCP,0.09381312,0.27490807,0.18109494,0.031556878083201796
5507,AMFR,0.0130895395,0.19418663,0.18109709,0.04285849394829739
5508,GCFC2,0.021148076,0.20227973,0.18113166,0.047049692896486445
5509,CLPTM1L,0.0061290725,0.18728197,0.1811529,0.038485706239007614
5510,ACO2,-0.06791047,0.11333057,0.18124104,0.046056316283686796
5511,PREB,-0.0047525293,0.17650199,0.18125452,0.040440437430065174
5512,BSG,-0.010531527,0.1708258,0.18135732,0.050092784941114875
5513,IGF2BP3,-0.02703322,0.1544647,0.18149793,0.033095537851526656
5514,VPS18,0.08627821,0.26779172,0.18151352,0.050120296417442554
5515,MTIF2,0.017870465,0.19959581,0.18172534,0.05186692164431757
5516,RBM34,-0.0052543995,0.17647292,0.18172732,0.03723872546334438
5517,NDUFAF1,-0.031227909,0.15057139,0.1817993,0.03559853025629539
5518,SRRM1,-0.16769007,0.014226197,0.18191627,0.03729113722279843
5519,KIAA1107,0.06429807,0.24623372,0.18193564,0.048577260538784355
5520,ARFGEF1,-0.10962224,0.07236342,0.18198566,0.04456221813979013
5521,ATP6V1G1,-0.026497958,0.15550986,0.18200782,0.05305999598639825
5522,STXBP6,-0.030116089,0.15205887,0.18217495,0.027521253910049906
5523,TMEM160,-0.06886106,0.11337303,0.1822341,0.03268766541937491
5524,PSMC6,-0.005597578,0.17681149,0.18240906,0.04363566935888823
5525,VAMP3,0.11851511,0.300942,0.1824269,0.038012282563366716
5526,OSBPL9,-0.019318389,0.16366807,0.18298645,0.0373162744666135
5527,TBC1D4,0.042655967,0.22582734,0.18317136,0.03865843295209795
5528,EMC7,0.07836346,0.26159516,0.1832317,0.030643648844517146
5529,TPD52,-0.030945022,0.15233031,0.18327533,0.03522305874603333
5530,ECH1,0.005379228,0.18878312,0.1834039,0.04004595675690051
5531,BTD,0.044714034,0.22820643,0.18349239,0.03671185348833864
5532,PGM2,0.01423102,0.19783144,0.18360041,0.033113980469104395
5533,HSPE1,0.029965272,0.2138276,0.18386233,0.03838234221338302
5534,LGALS1,0.056267735,0.2405946,0.18432686,0.04090324523502612
5535,GTPBP10,0.049821194,0.23424941,0.18442822,0.035115057710100844
5536,ZMPSTE24,0.053085744,0.23769242,0.18460667,0.028867911829093387
5537,HYPK,0.046040263,0.2307118,0.18467154,0.04007369615908433
5538,MASTL,0.008735898,0.19344707,0.18471117,0.027831240525414747
5539,MAP2K3,-0.006789924,0.17804667,0.1848366,0.045952799645543066
5540,CRIP1,-0.0024841665,0.18236333,0.1848475,0.03567655478070155
5541,ENDOD1,0.09192538,0.27686465,0.18493927,0.03298569691918124
5542,PPP6R2,-0.017268913,0.16771907,0.18498798,0.04859703765331182
5543,WFS1,0.038351852,0.22409041,0.18573856,0.034794277030192854
5544,STAMBPL1,0.00057372433,0.18684272,0.186269,0.032927695881355974
5545,GSTT1,0.06835764,0.25470737,0.18634972,0.046353994162525954
5546,AHCYL2,-0.009882047,0.17650798,0.18639003,0.048028092402185744
5547,RNF149,-0.05233963,0.13407083,0.18641046,0.023902677410269288
5548,MRPL33,0.021295877,0.20774215,0.18644628,0.040211312173196255
5549,ULBP2,0.14860095,0.3350654,0.18646444,0.045663218981861285
5550,SPAG9,0.072742365,0.25928852,0.18654615,0.038653970099910916
5551,ASPM,-0.005033095,0.18165445,0.18668754,0.05681007026230169
5552,ACSL4,0.08436041,0.27114126,0.18678084,0.04689551914559428
5553,CMYA5,-0.14089186,0.045926556,0.18681842,0.019465346271817594
5554,KRT79,0.16656514,0.3534606,0.18689547,0.0939814209600065
5555,USP10,-0.04281647,0.14437942,0.1871959,0.03871661285301389
5556,PDE4DIP,0.11415635,0.3017489,0.18759255,0.04002144400068423
5557,RRP15,-0.09328921,0.09441251,0.18770173,0.04354677144183852
5558,NTF3,-0.09142073,0.0962946,0.18771532,0.0239928716933047
5559,RPL37,0.06480027,0.25267136,0.1878711,0.020745417867612984
5560,COX5A,0.0045351265,0.1924344,0.18789928,0.04921348082954365
5561,FMNL2,-0.032896526,0.15501657,0.18791309,0.035953762823747765
5562,RIPK1,-0.043943822,0.14396958,0.1879134,0.04286265129975138
5563,EML2,0.07116351,0.2592392,0.18807569,0.045348107891129044
5564,HBA1;HBA2,-0.11792503,0.070204526,0.18812956,0.023201698718218672
5565,ALPK3,0.005801926,0.19401574,0.18821381,0.0349915281534865
5566,SPECC1L,0.07726698,0.26548356,0.18821657,0.0314113558623165
5567,TOR3A,-0.043756723,0.14448968,0.1882464,0.032777360771422535
5568,IFITM3,0.06495178,0.25363007,0.1886783,0.04799714341283644
5569,NAB2,-0.013534547,0.17515709,0.18869163,0.03424607469270687
5570,EXT2,-0.0070251874,0.1817136,0.18873878,0.030459962182226734
5571,DCTN5,4.3474098e-05,0.18936728,0.18932381,0.029404830264606694
5572,DCAF16,-0.13538375,0.054114122,0.18949787,0.023808695492573532
5573,RRAS,0.1480537,0.33760983,0.18955612,0.032752053640446255
5574,YTHDF3,0.025463069,0.21502106,0.18955798,0.031629079347518005
5575,SP100,0.09573557,0.28555107,0.18981549,0.03365206057500845
5576,ACACA,0.023179969,0.21309383,0.18991387,0.03805271244534786
5577,PKM,0.0142558515,0.20434457,0.19008872,0.05330609808700858
5578,GPKOW,-0.09926078,0.091045834,0.1903066,0.04284057306057388
5579,CCS,0.035461348,0.22577202,0.19031067,0.03128627117378602
5580,TRAPPC6A,-0.10745057,0.08300295,0.19045351,0.021714200589906085
5581,DRG1,0.040188577,0.23071507,0.19052649,0.0343000977925072
5582,EIF3G,-0.073969014,0.11657018,0.1905392,0.04343784863768214
5583,RAD54L,-0.12515911,0.0656709,0.19083002,0.018031628845561046
5584,SGTA,-0.08281746,0.10828974,0.1911072,0.034909915721145345
5585,GPAT3,-0.055394236,0.13572228,0.19111651,0.02379711147529169
5586,ZMYM3,-0.105473064,0.08565092,0.19112399,0.03688918205696968
5587,DNHD1,-0.05137938,0.1397501,0.19112948,0.024685521860340797
5588,MED29,-0.017901087,0.17325887,0.19115996,0.04130408662088945
5589,ZNF318,-0.11780947,0.073473625,0.19128309,0.031115528044441624
5590,CCDC175,0.035157382,0.22649325,0.19133587,0.039048873545338016
5591,PYCR1,0.016494906,0.20798776,0.19149286,0.03449647355257525
5592,ARHGEF7,-0.042381357,0.14922488,0.19160624,0.02921342166231363
5593,ANXA2,0.10784169,0.2996558,0.1918141,0.0307513437171287
5594,VPS36,-0.0017672231,0.19007641,0.19184363,0.02103494997944882
5595,GOLGB1,0.125379,0.31750655,0.19212756,0.024555027148402145
5596,MDH1,-0.03708831,0.15522467,0.19231297,0.04601480374968325
5597,TIMM8A,0.051960483,0.2444192,0.19245872,0.024312870118572433
5598,CLK3,-0.11432293,0.07852772,0.19285065,0.03276571509678933
5599,CCDC7,-0.12555175,0.06757061,0.19312236,0.01892007142873712
5600,ZNF185,0.17968778,0.3730123,0.19332452,0.029929969866810232
5601,TBCB,-0.057991583,0.13536616,0.19335774,0.034954977698804825
5602,RNH1,0.009055805,0.20247398,0.19341817,0.0435494604455842
5603,NAA15,-0.069223955,0.12428402,0.19350797,0.029273700812549874
5604,CEP131,-0.046174508,0.1473773,0.19355181,0.04476788540034856
5605,APOE,-0.112522356,0.08105302,0.19357538,0.015444774292726374
5606,RAB31,0.1139196,0.30764937,0.19372977,0.026957204230316317
5607,BORCS6,-0.109782,0.08397213,0.19375414,0.0295941554911266
5608,AMPD2,0.04094994,0.23473512,0.19378518,0.04677034404652453
5609,ZNHIT3,-0.08778722,0.10611051,0.19389772,0.018868443450795316
5610,ZNF248,0.039053787,0.23300691,0.19395313,0.03560938998616613
5611,APOOL,-0.057260696,0.13695873,0.19421943,0.03824144781331309
5612,IKZF3,-0.08076402,0.113502406,0.19426642,0.015940589181957045
5613,ATIC,-0.030454604,0.16398306,0.19443767,0.03272924806045621
5614,RHOD,0.021720018,0.21631168,0.19459166,0.048472979523422194
5615,GPN1,0.0013488876,0.19594161,0.19459273,0.01567998926983607
5616,RPS4Y1,0.014676277,0.20927887,0.1946026,0.013359440494115414
5617,GCSH,0.0041833036,0.19901352,0.19483021,0.0246164172490911
5618,SLC16A2,0.05544632,0.25029767,0.19485134,0.04437300622056827
5619,CXorf38,-0.024917739,0.16999458,0.19491231,0.02322407232032778
5620,HLA-F,0.010684573,0.20560615,0.19492157,0.03585800285066136
5621,TCERG1,-0.105642326,0.08930044,0.19494277,0.04164110930979599
5622,TK1,-0.054775536,0.14043492,0.19521046,0.027677407040079944
5623,SEMA3D,-0.10568919,0.08952393,0.19521311,0.015130817625630098
5624,PLEKHO2,0.07850422,0.27392945,0.19542523,0.03276083493415199
5625,SIL1,0.0050986074,0.20053987,0.19544126,0.02235060616615751
5626,HSD17B10,-0.06908849,0.12654327,0.19563176,0.03332845793201692
5627,NUDT9,-0.08503563,0.110684305,0.19571993,0.0364448235202358
5628,INA,-0.10353958,0.09247388,0.19601345,0.01748295317127062
5629,TARBP1,-0.054424807,0.14172335,0.19614816,0.02116919515334529
5630,CA2,-0.08909374,0.107074544,0.19616827,0.023448148317754613
5631,TNFAIP8,-0.10326141,0.09293831,0.19619972,0.02531484662467054
5632,RAB30,0.034852255,0.2313292,0.19647695,0.03515811117947388
5633,ARMC6,-0.12025531,0.076236956,0.19649225,0.036722280521335915
5634,LAMTOR5,0.026941802,0.22346784,0.19652604,0.031236411298689534
5635,B2M,0.047163952,0.24374983,0.19658588,0.030977064854425057
5636,FAM83H,0.046221994,0.24303804,0.19681606,0.032203485450245296
5637,CEPT1,0.012253699,0.20927137,0.19701767,0.025603302130249278
5638,CARM1,-0.10372628,0.09354877,0.19727504,0.02653576741310735
5639,UTP14A,-0.06565292,0.13162255,0.19727547,0.020353677837982018
5640,EDC4,-0.12501474,0.07232304,0.19733778,0.024332048788106044
5641,EPN2,-0.039516922,0.15801282,0.19752975,0.03568042605397709
5642,PCNP,-0.114593856,0.08298404,0.1975779,0.03462835736297184
5643,PDXK,0.0006840129,0.19828792,0.19760391,0.03778134845802417
5644,NME3,0.044987403,0.24278404,0.19779664,0.038863333319649584
5645,NANS,0.027657112,0.22550444,0.19784734,0.04098492832511762
5646,TUBB3,0.052248586,0.25012973,0.19788115,0.02003886561659338
5647,BPNT1,-0.085529074,0.11282859,0.19835767,0.02061772084542243
5648,FAM126A,-0.06346008,0.13498491,0.19844499,0.020656575720175725
5649,ITCH,0.045791835,0.24440162,0.19860978,0.026338497225652173
5650,OBSL1,-0.047415767,0.15122603,0.19864179,0.028411162983844128
5651,ARCN1,0.0080338,0.20673202,0.19869822,0.03871370334296588
5652,GNL3L,-0.07908924,0.11968486,0.1987741,0.027902330976628354
5653,CHUK,-0.05862511,0.1403646,0.19898972,0.026136056901984672
5654,ZBED9,-0.024205517,0.17482801,0.19903353,0.024467290244578506
5655,AIMP2,-0.08158119,0.117478505,0.1990597,0.037431701444257635
5656,MYL9,-0.011916424,0.1872858,0.19920222,0.02536831946677546
5657,VKORC1,0.01086805,0.21022275,0.19935471,0.03136422161745014
5658,CEBPZOS,-0.0057065412,0.19376922,0.19947577,0.029284758594889024
5659,PRKACB,-0.007287485,0.19233616,0.19962364,0.028915151080971025
5660,SUGT1,-0.0154955005,0.18425304,0.19974853,0.02404632437344539
5661,COX19,-0.030390771,0.1697061,0.20009688,0.018883299573111884
5662,ENO3,-0.06681481,0.13344513,0.20025994,0.02635868999507516
5663,PABIR1,-0.058252014,0.1423502,0.2006022,0.017240104501779183
5664,COPS4,-0.022877347,0.17792049,0.20079784,0.01860867255435375
5665,TUB,0.023727102,0.2248237,0.2010966,0.013036657051163556
5666,INTS6,0.024382964,0.22552447,0.2011415,0.03051705221595561
5667,ZNF671,0.096816,0.2980902,0.20127419,0.03076808918037048
5668,CCDC6,0.011847938,0.21352565,0.20167771,0.01524594037596414
5669,TRIM72,-0.06967889,0.13219388,0.20187277,0.01624007444151979
5670,PNPT1,-0.056472838,0.14549246,0.2019653,0.021661564756461495
5671,COPS7B,-0.03828623,0.1637402,0.20202643,0.017208181463784944
5672,FAM118B,-0.052409124,0.14981855,0.20222768,0.025184820718058307
5673,GEMIN4,0.0077092433,0.21011634,0.20240709,0.032382292089152886
5674,CAMKK2,0.038019784,0.24063288,0.20261309,0.022812821844362792
5675,CAV1,0.026466751,0.22917192,0.20270516,0.021521888648653006
5676,CNOT6L,0.040209483,0.24291904,0.20270956,0.02390953971542828
5677,LEO1,-0.07596999,0.12677306,0.20274305,0.02654298179485235
5678,CDNF,-0.13099022,0.07194887,0.2029391,0.018917583475531918
5679,M6PR,0.10047749,0.30374572,0.20326823,0.02239391105519754
5680,CARHSP1,-0.046228185,0.15704778,0.20327596,0.021530072548224637
5681,RIF1,-0.0024869912,0.201301,0.20378798,0.02390133884041957
5682,LRRC47,-0.09018279,0.11362123,0.20380402,0.031996134294939506
5683,PDCD5,-0.057836145,0.14607522,0.20391136,0.05006875159863043
5684,MAPKAPK2,-0.073289566,0.13063091,0.20392048,0.026914803054014256
5685,POLR1A,-0.081029676,0.12302824,0.20405792,0.032646758958663646
5686,ZNF330,-0.055180095,0.1497762,0.2049563,0.01834775156285525
5687,TAF7,-0.041362092,0.16377488,0.20513697,0.019786118890798673
5688,CETN2,-0.05624281,0.14916295,0.20540576,0.016669544899725452
5689,NME1,-0.07698369,0.12847872,0.20546241,0.02070699064368441
5690,SNX12,-0.043033704,0.16261216,0.20564586,0.018787981557067752
5691,GSPT1,-0.06408609,0.14207725,0.20616335,0.034553507003358054
5692,SZRD1,-0.03498118,0.17126107,0.20624225,0.021035252994742917
5693,TXNDC9,0.029252801,0.23551412,0.20626132,0.016357088256410867
5694,ACLY,-0.056654893,0.14969972,0.20635462,0.029765793946396786
5695,PPIP5K2,-0.071822666,0.13493128,0.20675394,0.019388109407620105
5696,CNOT11,-0.12805958,0.07873553,0.20679511,0.014920745085791916
5697,CHMP7,-0.0013173049,0.20553152,0.20684883,0.02096488845491766
5698,EEF2,-0.07575787,0.13115631,0.20691419,0.040996134671966666
5699,C11orf16,0.012165955,0.21930909,0.20714314,0.018234638062432723
5700,MRPL51,0.054364104,0.26155293,0.20718883,0.01829481236740631
5701,GTF2H5,-0.041156206,0.16609178,0.20724799,0.013322343403805488
5702,RAB3D,0.0164072,0.22382508,0.20741788,0.02223869800975241
5703,COPS5,-0.048886385,0.15881614,0.20770253,0.0242150158313575
5704,AKAP13,-0.05786266,0.1500574,0.20792007,0.012071392938506757
5705,MLST8,0.092061006,0.30031246,0.20825145,0.01998693380954073
5706,DHX57,0.013238935,0.2215018,0.20826286,0.025897382143558183
5707,NECAP1,0.09002701,0.29838684,0.20835984,0.02536612307660594
5708,TSC22D2,0.151576,0.35998964,0.20841365,0.021008688387782495
5709,NT5C3A,0.08856913,0.29707646,0.20850733,0.037532524262769484
5710,XPO7,0.026356444,0.23503555,0.20867911,0.019964384406390697
5711,TSR3,-0.06317521,0.14552096,0.20869616,0.023073805693190307
5712,PFN1,-0.013651872,0.19514957,0.20880145,0.036780038192958366
5713,TMEM123,0.068042696,0.276853,0.2088103,0.013811745677161733
5714,PFDN4,0.06371088,0.272668,0.20895712,0.01231240998339249
5715,EMC9,-0.04452458,0.16453579,0.20906037,0.013056043106861042
5716,TIPRL,-0.05440728,0.15488303,0.20929031,0.01713263169064152
5717,AGO4,-0.047055554,0.16230936,0.20936492,0.012493537245322085
5718,SWAP70,0.019346992,0.22879712,0.20945013,0.013722640209801847
5719,ABCB1,-0.04086726,0.16869351,0.20956078,0.01057582977678978
5720,TPT1,0.015907496,0.22566591,0.20975842,0.02676862528655335
5721,FOXK1,-0.049154032,0.16066633,0.20982036,0.020924331927177593
5722,TMOD1,0.013143942,0.22325814,0.2101142,0.02137102674247854
